question_text,question_group,group_size,survey_organisation,country,source_file,total_questions,unique_organizations,unique_countries
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Thailand,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Indonesia,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Mexico,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,India,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Malaysia,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Romania,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Peru,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Hungary,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Italy,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,South Africa,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Turkey,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Brazil,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Poland,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Singapore,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Colombia,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Spain,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Netherlands,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Argentina,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Chile,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Germany,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,New Zealand,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Great Britain,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Belgium,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,South Korea,ipsos_may_2023_global.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Sweden,ipsos_may_2023_global.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Global Country Average,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Argentina,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Australia,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Belgium,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Brazil,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Canada,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Chile,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,China,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Colombia,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Germany,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Spain,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,France,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Great Britain,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Hungary,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,India,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Italy,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Japan,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,South Korea,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Mexico,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Malaysia,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Netherlands,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Peru,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Poland,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Russia,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Saudi Arabia,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Sweden,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Turkey,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,United States,ipsos_nov_2021.pdf,124,1,41
I trust companies that use artificial intelligence as much as I trust other companies,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,South Africa,ipsos_nov_2021.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Global Country Average,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Thailand,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Indonesia,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,China,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Hungary,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Mexico,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Peru,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,South Africa,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,India,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Italy,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Singapore,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Malaysia,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Colombia,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Spain,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Argentina,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Türkiye,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Poland,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Brazil,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Netherlands,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Switzerland,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Chile,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Germany,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Ireland,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Great Britain,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Belgium,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,New Zealand,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,South Korea,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,France,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Sweden,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,United States,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Australia,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Canada,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Japan,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Gen Z,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Millennials,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Gen X,ipsos_april_2024.pdf,124,1,41
I trust that companies that use artificial intelligence will protect my personal data,Trust_in_Companies_Using_AI,124,Ipsos & World Economic Forum,Baby Boomers,ipsos_april_2024.pdf,124,1,41
"Researchers have raised risks related to artificial intelligence. For each risk, say how concerned you are about the risk. AI being used to hack government systems",Concern_about_AI_for_Hacking,2,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,2,1,1
"Researchers have raised risks related to artificial intelligence. For each risk, say how concerned you are about the risk. AI being used to hack your personal data",Concern_about_AI_for_Hacking,2,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,2,1,1
"Researchers have raised risks related to artificial intelligence. For each risk, say how concerned you are about the risk. AI acting against with human values or intentions",General_Catastrophic_Risk_Concern,4,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,4,2,1
How likely do you think it is that an AI could accidentally cause a catastrophic event?,General_Catastrophic_Risk_Concern,4,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,4,2,1
"Thinking about the next 20 years, how likely do you think it is that artificial intelligence (AI) will cause major harm to humans?",General_Catastrophic_Risk_Concern,4,Pew Research – U.S. Public vs. AI Experts,United States,pew_aug_2024.pdf,4,2,1
"Thinking about the next 20 years, how likely do you think it is that artificial intelligence (AI) will cause major harm to humans?",General_Catastrophic_Risk_Concern,4,Pew Research – U.S. Public vs. AI Experts,United States,pew_aug_2024.pdf,4,2,1
"Researchers have raised risks related to artificial intelligence. For each risk, say how concerned you are about the risk. AI causing humans to go extinct",AI_Extinction_Risk_Concern,5,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,5,2,2
How worried are you that machines with artificial intelligence could eventually pose a threat to the existence of the human race?,AI_Extinction_Risk_Concern,5,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,5,2,2
"Do you [agree or disagree] with this statement?: ""Mitigating the risk of extinction from AI should be a global priority alongside other societal-scale risks such as pandemics and nuclear war.""",AI_Extinction_Risk_Concern,5,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,5,2,2
"How concerned, if at all, are you about the possibility that artificial intelligence (AI) will cause the end of the human race on Earth?",AI_Extinction_Risk_Concern,5,YouGov – “AI and the End of Humanity”,U.S.,yougov_mar_2025.pdf,5,2,2
"How worried are you that machines with artificial intelligence could eventually pose a threat to the existence of the human race – very, somewhat, not too, or not at all worried?",AI_Extinction_Risk_Concern,5,National: Artificial intelligence use prompts concerns,United States,monmouth_jan_2023.pdf,5,2,2
"Some people say we should speed up AI development because it will bring technology which makes our lives healthier and happier. Others say going too fast could be dangerous as fast AI progress poses safety risks and could upend the economy, so we should move slowly and deliberately. What do you think?",Support_for_Slowing_AI_Development,3,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,3,1,1
Please indicate how much you agree with each of the following statements: It would be a good thing if AI progress was stopped or significantly slowed,Support_for_Slowing_AI_Development,3,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,3,1,1
Which comes closest to your ideal preference of developing and deploying artificial intelligence?,Support_for_Slowing_AI_Development,3,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,3,1,1
Some people think that AI will enhance meaning in our lives. Other people think that AI will undermine meaning in our lives. What do you think?,ungrouped_173,1,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,1,1,1
"Some people think that AI will make people smarter by giving universal access to the world's best tutor and assistant. Other people think that AI will make people dumber by automating our lives, making us less reliant on our own abilities. What do you think?",ungrouped_174,1,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,1,1,1
"Please indicate how much you agree with each of the following statements: It doesn't matter to me whether or not something I am reading, watching or consuming was generated by AI",ungrouped_175,1,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,1,1,1
Please indicate how much you agree with each of the following statements: I feel afraid of artificial intelligence,ungrouped_176,1,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,1,1,1
Please indicate how much you agree with each of the following statements: Tech company executives can't be trusted to self-regulate the AI industry,Trust_in_Actors_for_AI_Safety_and_Governance,21,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in using AI safely?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in using AI safely?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in using AI safely?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in using AI safely?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in using AI safely?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in using AI safely?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in using AI safely?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in using AI safely?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in ensuring safety and security linked to AI?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in ensuring safety and security linked to AI?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in ensuring safety and security linked to AI?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in ensuring safety and security linked to AI?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in ensuring safety and security linked to AI?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in ensuring safety and security linked to AI?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in ensuring safety and security linked to AI?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
"On a scale from 0 (zero trust) to 10 (complete trust), how much do you trust each of the following actors in ensuring safety and security linked to AI?",Trust_in_Actors_for_AI_Safety_and_Governance,21,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,21,3,2
How much confidence do you have in the U.S. government to regulate the use of artificial intelligence (AI) effectively?,Trust_in_Actors_for_AI_Safety_and_Governance,21,Pew Research – U.S. Public vs. AI Experts,United States,pew_aug_2024.pdf,21,3,2
How much confidence do you have in the U.S. government to regulate the use of artificial intelligence (AI) effectively?,Trust_in_Actors_for_AI_Safety_and_Governance,21,Pew Research – U.S. Public vs. AI Experts,United States,pew_aug_2024.pdf,21,3,2
How much confidence do you have in U.S. companies to develop and use artificial intelligence (AI) responsibly?,Trust_in_Actors_for_AI_Safety_and_Governance,21,Pew Research – U.S. Public vs. AI Experts,United States,pew_aug_2024.pdf,21,3,2
How much confidence do you have in U.S. companies to develop and use artificial intelligence (AI) responsibly?,Trust_in_Actors_for_AI_Safety_and_Governance,21,Pew Research – U.S. Public vs. AI Experts,United States,pew_aug_2024.pdf,21,3,2
Do you think the next 2 years of progress in AI will be [slower or faster] than the last two years?,ungrouped_178,1,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,1,1,1
Do you think AI could soon do a job similar to your own?,Concern_Personal_Job_Replacement_by_AI,35,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,35,3,27
Do you think a computer or machine will replace your job within the next 10 years?,Concern_Personal_Job_Replacement_by_AI,35,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,35,3,27
Do you think a computer or machine will replace your job within the next 10 years?,Concern_Personal_Job_Replacement_by_AI,35,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",India,university_of_toronto_oct_2023.pdf,35,3,27
Do you think a computer or machine will replace your job within the next 10 years?,Concern_Personal_Job_Replacement_by_AI,35,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Pakistan,university_of_toronto_oct_2023.pdf,35,3,27
Do you think a computer or machine will replace your job within the next 10 years?,Concern_Personal_Job_Replacement_by_AI,35,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",South Africa,university_of_toronto_oct_2023.pdf,35,3,27
Do you think a computer or machine will replace your job within the next 10 years?,Concern_Personal_Job_Replacement_by_AI,35,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Mexico,university_of_toronto_oct_2023.pdf,35,3,27
Do you think a computer or machine will replace your job within the next 10 years?,Concern_Personal_Job_Replacement_by_AI,35,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Kenya,university_of_toronto_oct_2023.pdf,35,3,27
Do you think a computer or machine will replace your job within the next 10 years?,Concern_Personal_Job_Replacement_by_AI,35,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Indonesia,university_of_toronto_oct_2023.pdf,35,3,27
Do you think a computer or machine will replace your job within the next 10 years?,Concern_Personal_Job_Replacement_by_AI,35,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,university_of_toronto_oct_2023.pdf,35,3,27
Do you think a computer or machine will replace your job within the next 10 years?,Concern_Personal_Job_Replacement_by_AI,35,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Brazil,university_of_toronto_oct_2023.pdf,35,3,27
Do you think a computer or machine will replace your job within the next 10 years?,Concern_Personal_Job_Replacement_by_AI,35,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",China,university_of_toronto_oct_2023.pdf,35,3,27
Do you think a computer or machine will replace your job within the next 10 years?,Concern_Personal_Job_Replacement_by_AI,35,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Argentina,university_of_toronto_oct_2023.pdf,35,3,27
Do you think a computer or machine will replace your job within the next 10 years?,Concern_Personal_Job_Replacement_by_AI,35,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",U.S.,university_of_toronto_oct_2023.pdf,35,3,27
Do you think a computer or machine will replace your job within the next 10 years?,Concern_Personal_Job_Replacement_by_AI,35,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Spain,university_of_toronto_oct_2023.pdf,35,3,27
