Question_Text,Response_Scale,Category,Agreement,Neutral,Disagreement,N_Respondents,Country,Survey_Organisation,Notes,source_file,extraction_date,Fieldwork_Date,country_region,month,year,Fieldwork_Year,Fieldwork_Month
"Based on what you know, or have experienced, please indicate the extent to which you feel the following statements are true. Workplace diversity leads to greater discrimination within the workforce.","Completely true, Somewhat true, Somewhat untrue, Completely untrue",Other,32.0,0.0,68.0,5835.0,United States,Bentley-Gallup,"Gallup Panel web survey. Margin of sampling error at the 95% confidence level is ±2.1 percentage points for response percentages around 50% and is ±1.3 percentage points for response percentages around 10% or 90%, design effect included. Margins of error are larger for subsamples. Due to rounding, percentages may sum to 100%, +/-1.",gallup_apr_2024.md,2025-07-04,2024-04-29,United States,Apr,2024.0,2024.0,4.0
How much influence do you think businesses have on which presidential candidate Americans vote for?,"None at all, Not much, Some, A lot",Other,76.0,0.0,24.0,5835.0,United States,Bentley-Gallup,"Gallup Panel web survey. Margin of sampling error at the 95% confidence level is ±2.1 percentage points for response percentages around 50% and is ±1.3 percentage points for response percentages around 10% or 90%, design effect included. Margins of error are larger for subsamples.",gallup_apr_2024.md,2025-07-04,2024-04-29,United States,Apr,2024.0,2024.0,4.0
"In your opinion, does artificial intelligence…","Does more good than harm, Does equal amounts of harm and good, Does more harm than good",AI_Risk_Concern,13.0,56.0,31.0,5835.0,United States,Bentley-Gallup,"Gallup Panel web survey. Margin of sampling error at the 95% confidence level is ±2.1 percentage points for response percentages around 50% and is ±1.3 percentage points for response percentages around 10% or 90%, design effect included. Margins of error are larger for subsamples.",gallup_apr_2024.md,2025-07-04,2024-04-29,United States,Apr,2024.0,2024.0,4.0
Do you think that artificial intelligence will reduce the total number of jobs in the country over the next 10 years?,"Yes, No",Job_Displacement,75.0,0.0,25.0,5835.0,United States,Bentley-Gallup,"Gallup Panel web survey. Margin of sampling error at the 95% confidence level is ±2.1 percentage points for response percentages around 50% and is ±1.3 percentage points for response percentages around 10% or 90%, design effect included. Margins of error are larger for subsamples.",gallup_apr_2024.md,2025-07-04,2024-04-29,United States,Apr,2024.0,2024.0,4.0
"How much do you trust businesses, in general, to use artificial intelligence responsibly?","A lot, Some, Not much, Not at all",AI_Risk_Concern,23.0,0.0,77.0,5835.0,United States,Bentley-Gallup,"Gallup Panel web survey. Margin of sampling error at the 95% confidence level is ±2.1 percentage points for response percentages around 50% and is ±1.3 percentage points for response percentages around 10% or 90%, design effect included. Margins of error are larger for subsamples.",gallup_apr_2024.md,2025-07-04,2024-04-29,United States,Apr,2024.0,2024.0,4.0
"If your employer did the following, what type of effect would it have on your wellbeing: Offered a four-day 40-hour workweek option for employees who typically work 40 hours in a 5-day workweek","Positive impact, No impact, Negative impact",Other,75.0,14.0,11.0,5835.0,United States,Bentley-Gallup,"Gallup Panel web survey. Margin of sampling error at the 95% confidence level is ±2.1 percentage points for response percentages around 50% and is ±1.3 percentage points for response percentages around 10% or 90%, design effect included. Margins of error are larger for subsamples.",gallup_apr_2024.md,2025-07-04,2024-04-29,United States,Apr,2024.0,2024.0,4.0
"If your employer did the following, what type of effect would it have on your wellbeing: Required employees to return to the office five days per week","Positive impact, No impact, Negative impact",Other,9.0,50.0,41.0,5835.0,United States,Bentley-Gallup,"Gallup Panel web survey. Margin of sampling error at the 95% confidence level is ±2.1 percentage points for response percentages around 50% and is ±1.3 percentage points for response percentages around 10% or 90%, design effect included. Margins of error are larger for subsamples.",gallup_apr_2024.md,2025-07-04,2024-04-29,United States,Apr,2024.0,2024.0,4.0
How much do you agree or disagree with each of the following statements about artificial intelligence? AI is safe and secure.,"Strongly agree, Somewhat agree, Neither agree nor disagree, Somewhat disagree, Strongly disagree",AI_Sentiment,48.0,0.0,52.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
How much do you agree or disagree with each of the following statements about artificial intelligence? AI should be regulated.,"Strongly agree, Somewhat agree, Neither agree nor disagree, Somewhat disagree, Strongly disagree",AI_Regulation,82.0,0.0,18.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
How concerned are you about each of the following related to AI? AI being used for malicious intent,"Very concerned, Somewhat concerned, Not very concerned, Not at all concerned",AI_Risk_Concern,78.0,0.0,22.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
How concerned are you about each of the following related to AI? Lack of transparency around AI,"Very concerned, Somewhat concerned, Not very concerned, Not at all concerned",AI_Risk_Concern,69.0,0.0,31.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
How concerned are you about each of the following related to AI? AI creating/expanding social bias,"Very concerned, Somewhat concerned, Not very concerned, Not at all concerned",AI_Risk_Concern,62.0,0.0,38.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
How concerned are you about each of the following related to AI? AI for autonomous vehicles,"Very concerned, Somewhat concerned, Not very concerned, Not at all concerned",AI_Risk_Concern,64.0,0.0,36.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
How concerned are you about each of the following related to AI? AI for core infrastructure,"Very concerned, Somewhat concerned, Not very concerned, Not at all concerned",AI_Risk_Concern,63.0,0.0,37.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
"How comfortable are you with the use of artificial intelligence (AI) for each of the following? Entertainment recommendations on streaming services (e.g., movies and TV series I might like)","Very comfortable, Somewhat comfortable, Not very comfortable, Not at all comfortable",AI_Sentiment,72.0,0.0,28.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
How comfortable are you with the use of artificial intelligence (AI) for each of the following? Facial recognition technology on my phone or other personal devices,"Very comfortable, Somewhat comfortable, Not very comfortable, Not at all comfortable",AI_Sentiment,49.0,0.0,51.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
How comfortable are you with the use of artificial intelligence (AI) for each of the following? Targeted advertising on social media,"Very comfortable, Somewhat comfortable, Not very comfortable, Not at all comfortable",AI_Sentiment,42.0,0.0,58.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
"How comfortable are you with the use of artificial intelligence (AI) for each of the following? Federal government benefits processing (e.g., social security, Medicare, veterans’ benefits)","Very comfortable, Somewhat comfortable, Not very comfortable, Not at all comfortable",AI_Sentiment,37.0,0.0,63.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
How comfortable are you with the use of artificial intelligence (AI) for each of the following? Online chat with an automated doctor for routine health questions,"Very comfortable, Somewhat comfortable, Not very comfortable, Not at all comfortable",AI_Sentiment,35.0,0.0,65.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
"How comfortable are you with the use of artificial intelligence (AI) for each of the following? Autonomous, unmanned rideshare vehicles such as Uber or Lyft","Very comfortable, Somewhat comfortable, Not very comfortable, Not at all comfortable",AI_Sentiment,35.0,0.0,65.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
Were you aware that President Biden and the White House Office of Science and Technology Policy recently announced a “Blueprint for an AI Bill of Rights” outlining basic protections that Americans should have regarding artificial intelligence (AI) and automated systems?,"Yes, No",Other,28.0,0.0,72.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
How important would each of the following be to you for an “AI Bill of Rights” for American consumers in the age of artificial intelligence? Consumers should: be protected from unsafe or ineffective systems,"Very important, Somewhat important, Not very important, Not at all important",AI_Regulation,92.0,0.0,8.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
"How important would each of the following be to you for an “AI Bill of Rights” for American consumers in the age of artificial intelligence? Consumers should: be able to opt out, where appropriate, and have access to a person who can assist them","Very important, Somewhat important, Not very important, Not at all important",AI_Regulation,91.0,0.0,9.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
How important would each of the following be to you for an “AI Bill of Rights” for American consumers in the age of artificial intelligence? Consumers should: be protected from abusive data practices and have a say in how data about them is used,"Very important, Somewhat important, Not very important, Not at all important",AI_Regulation,91.0,0.0,9.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
How important would each of the following be to you for an “AI Bill of Rights” for American consumers in the age of artificial intelligence? Consumers should: be informed when an automated system is being used and how and why it contributes to outcomes that impact them,"Very important, Somewhat important, Not very important, Not at all important",AI_Regulation,89.0,0.0,11.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
How important would each of the following be to you for an “AI Bill of Rights” for American consumers in the age of artificial intelligence? Consumers should: not face discrimination by algorithms and systems should be used and designed in an equitable way,"Very important, Somewhat important, Not very important, Not at all important",AI_Regulation,88.0,0.0,12.0,2050.0,United States,MITRE-Harris Poll,"Survey conducted via the Harris On Demand omnibus product. Data weighted to ensure results are projectable to U.S. adults ages 18+. Percentages may not add up to 100% due to weighting, computer rounding, and/or the acceptance of multiple responses.",harris_nov_2022.md,2025-07-04,2022-11-03,United States,Nov,2022.0,2022.0,11.0
"How much, if anything, did you know about AI before today?",A great deal/A fair amount/Not very much/Nothing at all,AI_Knowledge,60.0,0.0,39.0,1114.0,Canada,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How much, if anything, did you know about AI before today?",A great deal/A fair amount/Not very much/Nothing at all,AI_Knowledge,50.0,0.0,47.0,1120.0,France,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How much, if anything, did you know about AI before today?",A great deal/A fair amount/Not very much/Nothing at all,AI_Knowledge,45.0,0.0,53.0,1164.0,Germany,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How much, if anything, did you know about AI before today?",A great deal/A fair amount/Not very much/Nothing at all,AI_Knowledge,67.0,0.0,32.0,1136.0,Italy,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How much, if anything, did you know about AI before today?",A great deal/A fair amount/Not very much/Nothing at all,AI_Knowledge,26.0,0.0,69.0,1137.0,Japan,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How much, if anything, did you know about AI before today?",A great deal/A fair amount/Not very much/Nothing at all,AI_Knowledge,71.0,0.0,28.0,1134.0,Singapore,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How much, if anything, did you know about AI before today?",A great deal/A fair amount/Not very much/Nothing at all,AI_Knowledge,80.0,0.0,20.0,1142.0,South Korea,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How much, if anything, did you know about AI before today?",A great deal/A fair amount/Not very much/Nothing at all,AI_Knowledge,54.0,0.0,45.0,1090.0,UK,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How much, if anything, did you know about AI before today?",A great deal/A fair amount/Not very much/Nothing at all,AI_Knowledge,60.0,0.0,36.0,1126.0,USA,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that humans will lose control of AI?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,60.0,0.0,34.0,1114.0,Canada,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that humans will lose control of AI?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,66.0,0.0,28.0,1120.0,France,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that humans will lose control of AI?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,54.0,0.0,40.0,1164.0,Germany,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that humans will lose control of AI?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,49.0,0.0,45.0,1136.0,Italy,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that humans will lose control of AI?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,52.0,0.0,33.0,1137.0,Japan,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that humans will lose control of AI?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,61.0,0.0,36.0,1134.0,Singapore,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that humans will lose control of AI?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,56.0,0.0,41.0,1142.0,South Korea,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that humans will lose control of AI?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,61.0,0.0,34.0,1090.0,UK,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that humans will lose control of AI?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,63.0,0.0,29.0,1126.0,USA,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to carry out cyberattacks?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,69.0,0.0,23.0,1114.0,Canada,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to carry out cyberattacks?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,71.0,0.0,22.0,1120.0,France,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to carry out cyberattacks?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,67.0,0.0,26.0,1164.0,Germany,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to carry out cyberattacks?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,68.0,0.0,25.0,1136.0,Italy,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to carry out cyberattacks?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,66.0,0.0,21.0,1137.0,Japan,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to carry out cyberattacks?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,74.0,0.0,21.0,1134.0,Singapore,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to carry out cyberattacks?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,65.0,0.0,31.0,1142.0,South Korea,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to carry out cyberattacks?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,70.0,0.0,24.0,1090.0,UK,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to carry out cyberattacks?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,69.0,0.0,22.0,1126.0,USA,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to help design biological weapons?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,69.0,0.0,22.0,1114.0,Canada,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to help design biological weapons?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,70.0,0.0,22.0,1120.0,France,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to help design biological weapons?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,64.0,0.0,29.0,1164.0,Germany,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to help design biological weapons?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,69.0,0.0,24.0,1136.0,Italy,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to help design biological weapons?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,67.0,0.0,20.0,1137.0,Japan,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to help design biological weapons?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,75.0,0.0,21.0,1134.0,Singapore,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to help design biological weapons?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,67.0,0.0,30.0,1142.0,South Korea,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to help design biological weapons?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,67.0,0.0,25.0,1090.0,UK,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"How worried, if at all, are you that AI will be used to help design biological weapons?",Very worried/Fairly worried/Not very worried/Not at all worried,AI_Risk_Concern,68.0,0.0,23.0,1126.0,USA,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"Thinking about the potential benefits and risks of AI, which statement do you most agree with?",AI has more risks than benefits (cautious)/AI has more benefits than risks (less cautious),AI_Risk_Concern,48.0,0.0,35.0,1114.0,Canada,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"Thinking about the potential benefits and risks of AI, which statement do you most agree with?",AI has more risks than benefits (cautious)/AI has more benefits than risks (less cautious),AI_Risk_Concern,46.0,0.0,38.0,1120.0,France,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"Thinking about the potential benefits and risks of AI, which statement do you most agree with?",AI has more risks than benefits (cautious)/AI has more benefits than risks (less cautious),AI_Risk_Concern,44.0,0.0,39.0,1164.0,Germany,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"Thinking about the potential benefits and risks of AI, which statement do you most agree with?",AI has more risks than benefits (cautious)/AI has more benefits than risks (less cautious),AI_Risk_Concern,41.0,0.0,44.0,1136.0,Italy,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"Thinking about the potential benefits and risks of AI, which statement do you most agree with?",AI has more risks than benefits (cautious)/AI has more benefits than risks (less cautious),AI_Risk_Concern,41.0,0.0,31.0,1137.0,Japan,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"Thinking about the potential benefits and risks of AI, which statement do you most agree with?",AI has more risks than benefits (cautious)/AI has more benefits than risks (less cautious),AI_Risk_Concern,35.0,0.0,52.0,1134.0,Singapore,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"Thinking about the potential benefits and risks of AI, which statement do you most agree with?",AI has more risks than benefits (cautious)/AI has more benefits than risks (less cautious),AI_Risk_Concern,44.0,0.0,51.0,1142.0,South Korea,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"Thinking about the potential benefits and risks of AI, which statement do you most agree with?",AI has more risks than benefits (cautious)/AI has more benefits than risks (less cautious),AI_Risk_Concern,48.0,0.0,38.0,1090.0,UK,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"Thinking about the potential benefits and risks of AI, which statement do you most agree with?",AI has more risks than benefits (cautious)/AI has more benefits than risks (less cautious),AI_Risk_Concern,49.0,0.0,34.0,1126.0,USA,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"To what extent, if at all, do you trust tech companies to ensure the AI they develop is safe?",A great deal/A fair amount/Not very much/Not at all,AI_Regulation,41.0,0.0,51.0,1114.0,Canada,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"To what extent, if at all, do you trust tech companies to ensure the AI they develop is safe?",A great deal/A fair amount/Not very much/Not at all,AI_Regulation,33.0,0.0,52.0,1120.0,France,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"To what extent, if at all, do you trust tech companies to ensure the AI they develop is safe?",A great deal/A fair amount/Not very much/Not at all,AI_Regulation,38.0,0.0,52.0,1164.0,Germany,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"To what extent, if at all, do you trust tech companies to ensure the AI they develop is safe?",A great deal/A fair amount/Not very much/Not at all,AI_Regulation,52.0,0.0,41.0,1136.0,Italy,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"To what extent, if at all, do you trust tech companies to ensure the AI they develop is safe?",A great deal/A fair amount/Not very much/Not at all,AI_Regulation,14.0,0.0,67.0,1137.0,Japan,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"To what extent, if at all, do you trust tech companies to ensure the AI they develop is safe?",A great deal/A fair amount/Not very much/Not at all,AI_Regulation,63.0,0.0,32.0,1134.0,Singapore,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
"To what extent, if at all, do you trust tech companies to ensure the AI they develop is safe?",A great deal/A fair amount/Not very much/Not at all,AI_Regulation,64.0,0.0,33.0,1142.0,South Korea,Deltapoll,Fieldwork: 9th - 13th October 2023. Prepared by Deltapoll for CDEI,,,2023-10-09,,,,,
