question_text,category,survey_organisation,country,fieldwork_date,agreement,neutral,disagreement,n_respondents,response_scale,notes,source_file,extraction_date,non_response,data_quality,quality_issues
"In a poll of AI researchers last year, half of researchers polled believe there is a significant chance AI causes human extinction. How does this fact make you feel about AI risk?",Extinction_Risk,YouGov – “AI and the End of Humanity”,United States,2023-04-01,,23.0,,1001.0,"Much more concerned, Somewhat more concerned, No effect, Slightly less concerned, Much less concerned","Online sample of 1,001 registered voters. Sample weighted according to gender, age, race/ethnicity, education, and U.S. Census region based on voter registration lists, U.S. Census American Community Survey, U.S. Census Current Population Survey, and 2020 Presidential vote. Margin of Error ±3.3%. Agreement/Disagreement/Neutral not applicable for 'concerned' scale.",yougov_jul_2023.pdf,2025-07-06,,good,['Missing fieldwork date']
How concerned are you about artificial intelligence being used in the following areas? Recommending which employees a company should hire,AI_Risk_Concern,Gallup & Bentley University,United States,2024-04-01,0.85,,,5835.0,Extremely concerned; Somewhat concerned; Not too concerned; Not at all concerned,Agreement represents 'Extremely concerned' + 'Somewhat concerned'.,gallup_apr_2024.pdf,2025-07-06,,good,['Missing fieldwork date']
How concerned are you about artificial intelligence being used in the following areas? Driving a car,AI_Risk_Concern,Gallup & Bentley University,United States,2024-04-01,0.83,,,5835.0,Extremely concerned; Somewhat concerned; Not too concerned; Not at all concerned,Agreement represents 'Extremely concerned' + 'Somewhat concerned'.,gallup_apr_2024.pdf,2025-07-06,,good,['Missing fieldwork date']
How concerned are you about artificial intelligence being used in the following areas? Recommending medical advice,AI_Risk_Concern,Gallup & Bentley University,United States,2024-04-01,0.8,,,5835.0,Extremely concerned; Somewhat concerned; Not too concerned; Not at all concerned,Agreement represents 'Extremely concerned' + 'Somewhat concerned'.,gallup_apr_2024.pdf,2025-07-06,,good,['Missing fieldwork date']
How concerned are you about artificial intelligence being used in the following areas? Recommending financial advice,AI_Risk_Concern,Gallup & Bentley University,United States,2024-04-01,0.71,,,5835.0,Extremely concerned; Somewhat concerned; Not too concerned; Not at all concerned,Agreement represents 'Extremely concerned' + 'Somewhat concerned'.,gallup_apr_2024.pdf,2025-07-06,,good,['Missing fieldwork date']
"How concerned are you about artificial intelligence being used in the following areas? Creating original artistic content such as pictures, videos, literature or scripts",AI_Risk_Concern,Gallup & Bentley University,United States,2024-04-01,0.71,,,5835.0,Extremely concerned; Somewhat concerned; Not too concerned; Not at all concerned,Agreement represents 'Extremely concerned' + 'Somewhat concerned'.,gallup_apr_2024.pdf,2025-07-06,,good,['Missing fieldwork date']
How concerned are you about artificial intelligence being used in the following areas? Assisting students with homework or studying,AI_Risk_Concern,Gallup & Bentley University,United States,2024-04-01,0.66,,,5835.0,Extremely concerned; Somewhat concerned; Not too concerned; Not at all concerned,Agreement represents 'Extremely concerned' + 'Somewhat concerned'.,gallup_apr_2024.pdf,2025-07-06,,good,['Missing fieldwork date']
"From the following list, what could businesses do to most reduce Americans' concerns around artificial intelligence? Select up to two options. Be transparent about how AI is used in business practices",AI_Regulation,Gallup & Bentley University,United States,2024-04-01,0.57,,,5835.0,Selected/Not Selected,"This is a multi-select question, but the prompt specifies to extract binary questions. This is treated as a binary 'selected' percentage for this specific option.",gallup_apr_2024.pdf,2025-07-06,,good,['Missing fieldwork date']
"From the following list, what could businesses do to most reduce Americans' concerns around artificial intelligence? Select up to two options. Be clear about the sources of data used to power AI",AI_Regulation,Gallup & Bentley University,United States,2024-04-01,0.34,,,5835.0,Selected/Not Selected,"This is a multi-select question, but the prompt specifies to extract binary questions. This is treated as a binary 'selected' percentage for this specific option.",gallup_apr_2024.pdf,2025-07-06,,good,['Missing fieldwork date']
"From the following list, what could businesses do to most reduce Americans' concerns around artificial intelligence? Select up to two options. Be clear about data privacy and security for AI products and services",AI_Regulation,Gallup & Bentley University,United States,2024-04-01,0.34,,,5835.0,Selected/Not Selected,"This is a multi-select question, but the prompt specifies to extract binary questions. This is treated as a binary 'selected' percentage for this specific option.",gallup_apr_2024.pdf,2025-07-06,,good,['Missing fieldwork date']
"From the following list, what could businesses do to most reduce Americans' concerns around artificial intelligence? Select up to two options. Report on the number of jobs lost or created due to AI",Job_Displacement,Gallup & Bentley University,United States,2024-04-01,0.26,,,5835.0,Selected/Not Selected,"This is a multi-select question, but the prompt specifies to extract binary questions. This is treated as a binary 'selected' percentage for this specific option.",gallup_apr_2024.pdf,2025-07-06,,good,['Missing fieldwork date']
"From the following list, what could businesses do to most reduce Americans' concerns around artificial intelligence? Select up to two options. Communicate what is being done to reduce risks associated with AI",AI_Risk_Concern,Gallup & Bentley University,United States,2024-04-01,0.25,,,5835.0,Selected/Not Selected,"This is a multi-select question, but the prompt specifies to extract binary questions. This is treated as a binary 'selected' percentage for this specific option.",gallup_apr_2024.pdf,2025-07-06,,good,['Missing fieldwork date']
"From the following list, what could businesses do to most reduce Americans' concerns around artificial intelligence? Select up to two options. Educate the general public about how to use AI",AI_Knowledge,Gallup & Bentley University,United States,2024-04-01,0.13,,,5835.0,Selected/Not Selected,"This is a multi-select question, but the prompt specifies to extract binary questions. This is treated as a binary 'selected' percentage for this specific option.",gallup_apr_2024.pdf,2025-07-06,,good,['Missing fieldwork date']
"Before today, had you heard of AI for Driverless cars?",AI_Knowledge,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,93.0,5.0,2.0,3513.0,Yes; Not sure / Prefer not to say; No,Nationally representative survey. Data weighted to match UK population. N_respondents is total sample size.,ada_lovelace_oct_2024.pdf,2025-07-06,,high,[]
"Before today, had you heard of AI for Facial recognition for policing?",AI_Knowledge,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,90.0,6.0,4.0,3513.0,Yes; Not sure / Prefer not to say; No,Nationally representative survey. Data weighted to match UK population. N_respondents is total sample size.,ada_lovelace_oct_2024.pdf,2025-07-06,,high,[]
"Before today, had you heard of AI for Large language models (e.g., ChatGPT)?",AI_Knowledge,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,61.0,34.0,5.0,3513.0,Yes; Not sure / Prefer not to say; No,Nationally representative survey. Data weighted to match UK population. N_respondents is total sample size.,ada_lovelace_oct_2024.pdf,2025-07-06,,high,[]
"Before today, had you heard of AI for Assessing risk of cancer?",AI_Knowledge,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,40.0,54.0,6.0,3513.0,Yes; Not sure / Prefer not to say; No,Nationally representative survey. Data weighted to match UK population. N_respondents is total sample size.,ada_lovelace_oct_2024.pdf,2025-07-06,,high,[]
"Before today, had you heard of AI for Mental health chatbots?",AI_Knowledge,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,25.0,70.0,5.0,3513.0,Yes; Not sure / Prefer not to say; No,Nationally representative survey. Data weighted to match UK population. N_respondents is total sample size.,ada_lovelace_oct_2024.pdf,2025-07-06,,high,[]
"Before today, had you heard of AI for Assessing loan repayment risk?",AI_Knowledge,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,24.0,69.0,7.0,3513.0,Yes; Not sure / Prefer not to say; No,Nationally representative survey. Data weighted to match UK population. N_respondents is total sample size.,ada_lovelace_oct_2024.pdf,2025-07-06,,high,[]
"Before today, had you heard of AI for Robotic care assistants?",AI_Knowledge,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,24.0,70.0,6.0,3513.0,Yes; Not sure / Prefer not to say; No,Nationally representative survey. Data weighted to match UK population. N_respondents is total sample size.,ada_lovelace_oct_2024.pdf,2025-07-06,,high,[]
"Before today, had you heard of AI for Assessing welfare eligibility?",AI_Knowledge,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,18.0,75.0,7.0,3513.0,Yes; Not sure / Prefer not to say; No,Nationally representative survey. Data weighted to match UK population. N_respondents is total sample size.,ada_lovelace_oct_2024.pdf,2025-07-06,,high,[]
To what extent do you think that the use of Driverless cars will be beneficial?,AI_Sentiment,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,45.0,,47.0,3513.0,Very; Fairly; Not very; Not at all; Don't know / Prefer not to say,Nationally representative survey. Data weighted to match UK population. Agreement combines 'Very' and 'Fairly'. Disagreement combines 'Not very' and 'Not at all'.,ada_lovelace_oct_2024.pdf,2025-07-06,8.0,high,[]
To what extent do you think that the use of Facial recognition for policing will be beneficial?,AI_Sentiment,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,91.0,,5.0,3513.0,Very; Fairly; Not very; Not at all; Don't know / Prefer not to say,Nationally representative survey. Data weighted to match UK population. Agreement combines 'Very' and 'Fairly'. Disagreement combines 'Not very' and 'Not at all'.,ada_lovelace_oct_2024.pdf,2025-07-06,4.0,high,[]
"To what extent do you think that the use of Large language models (e.g., ChatGPT) will be beneficial?",AI_Sentiment,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,63.0,,19.0,3513.0,Very; Fairly; Not very; Not at all; Don't know / Prefer not to say,Nationally representative survey. Data weighted to match UK population. Agreement combines 'Very' and 'Fairly'. Disagreement combines 'Not very' and 'Not at all'.,ada_lovelace_oct_2024.pdf,2025-07-06,18.0,high,[]
To what extent do you think that the use of Assessing risk of cancer will be beneficial?,AI_Sentiment,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,86.0,,9.0,3513.0,Very; Fairly; Not very; Not at all; Don't know / Prefer not to say,Nationally representative survey. Data weighted to match UK population. Agreement combines 'Very' and 'Fairly'. Disagreement combines 'Not very' and 'Not at all'.,ada_lovelace_oct_2024.pdf,2025-07-06,5.0,high,[]
To what extent do you think that the use of Mental health chatbots will be beneficial?,AI_Sentiment,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,36.0,,45.0,3513.0,Very; Fairly; Not very; Not at all; Don't know / Prefer not to say,Nationally representative survey. Data weighted to match UK population. Agreement combines 'Very' and 'Fairly'. Disagreement combines 'Not very' and 'Not at all'.,ada_lovelace_oct_2024.pdf,2025-07-06,19.0,high,[]
To what extent do you think that the use of Assessing loan repayment risk will be beneficial?,AI_Sentiment,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,57.0,,30.0,3513.0,Very; Fairly; Not very; Not at all; Don't know / Prefer not to say,Nationally representative survey. Data weighted to match UK population. Agreement combines 'Very' and 'Fairly'. Disagreement combines 'Not very' and 'Not at all'.,ada_lovelace_oct_2024.pdf,2025-07-06,13.0,high,[]
To what extent do you think that the use of Robotic care assistants will be beneficial?,AI_Sentiment,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,55.0,,29.0,3513.0,Very; Fairly; Not very; Not at all; Don't know / Prefer not to say,Nationally representative survey. Data weighted to match UK population. Agreement combines 'Very' and 'Fairly'. Disagreement combines 'Not very' and 'Not at all'.,ada_lovelace_oct_2024.pdf,2025-07-06,16.0,high,[]
To what extent do you think that the use of Assessing welfare eligibility will be beneficial?,AI_Sentiment,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,47.0,,36.0,3513.0,Very; Fairly; Not very; Not at all; Don't know / Prefer not to say,Nationally representative survey. Data weighted to match UK population. Agreement combines 'Very' and 'Fairly'. Disagreement combines 'Not very' and 'Not at all'.,ada_lovelace_oct_2024.pdf,2025-07-06,17.0,high,[]
To what extent are you concerned about the use of Driverless cars?,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,75.0,,22.0,3513.0,Very; Fairly; Not very; Not at all; Don't know / Prefer not to say,Nationally representative survey. Data weighted to match UK population. Agreement combines 'Very' and 'Fairly'. Disagreement combines 'Not very' and 'Not at all'.,ada_lovelace_oct_2024.pdf,2025-07-06,3.0,high,[]
To what extent are you concerned about the use of Mental health chatbots?,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,63.0,,28.0,3513.0,Very; Fairly; Not very; Not at all; Don't know / Prefer not to say,Nationally representative survey. Data weighted to match UK population. Agreement combines 'Very' and 'Fairly'. Disagreement combines 'Not very' and 'Not at all'.,ada_lovelace_oct_2024.pdf,2025-07-06,9.0,high,[]
To what extent are you concerned about the use of Assessing welfare eligibility?,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",United Kingdom,2024-11-01,59.0,,34.0,3513.0,Very; Fairly; Not very; Not at all; Don't know / Prefer not to say,Nationally representative survey. Data weighted to match UK population. Agreement combines 'Very' and 'Fairly'. Disagreement combines 'Not very' and 'Not at all'.,ada_lovelace_oct_2024.pdf,2025-07-06,7.0,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,2023-10-01,50.0,31.0,19.0,23882.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Global average reflects the average result of all countries where the survey was conducted. It has not been adjusted to the population size of each country and is not intended to suggest a total result. Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",India,2023-10-01,86.0,13.0,1.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Kenya,2023-10-01,75.0,14.0,11.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Brazil,2023-10-01,72.0,14.0,14.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Pakistan,2023-10-01,62.0,27.0,11.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Mexico,2023-10-01,60.0,22.0,18.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Indonesia,2023-10-01,58.0,34.0,8.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",South Africa,2023-10-01,57.0,25.0,18.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",China,2023-10-01,53.0,30.0,17.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,2023-10-01,50.0,31.0,19.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Argentina,2023-10-01,48.0,36.0,16.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Chile,2023-10-01,41.0,46.0,13.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Japan,2023-10-01,40.0,44.0,16.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",U.S.,2023-10-01,39.0,30.0,31.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Italy,2023-10-01,38.0,34.0,28.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Canada,2023-10-01,37.0,36.0,27.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Spain,2023-10-01,36.0,39.0,25.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",France,2023-10-01,35.0,27.0,38.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Portugal,2023-10-01,34.0,27.0,39.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Germany,2023-10-01,33.0,30.0,37.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Poland,2023-10-01,32.0,30.0,38.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",U.K.,2023-10-01,30.0,28.0,42.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
"Generally speaking, do you have a very positive, fairly positive, neither positive nor negative, fairly negative or very negative view of AI?",AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Australia,2023-10-01,27.0,28.0,45.0,1000.0,"Very positive, Fairly positive, Neither positive nor negative, Fairly negative, Very negative",Agreement combines 'Very positive' and 'Fairly positive'. Disagreement combines 'Fairly negative' and 'Very negative'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
Which statement comes closer to your view: “I think AI will make the future better” or ”I think AI will make the future worse.”,AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",21 countries,2023-10-01,51.0,30.0,19.0,23882.0,"Better, Unsure, Worse",Agreement is 'Better'. Disagreement is 'Worse'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
Which statement comes closer to your view: “I think AI will make the future better” or ”I think AI will make the future worse.”,AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Kenya,2023-10-01,77.0,19.0,4.0,1000.0,"Better, Unsure, Worse",Agreement is 'Better'. Disagreement is 'Worse'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
Which statement comes closer to your view: “I think AI will make the future better” or ”I think AI will make the future worse.”,AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",China,2023-10-01,77.0,20.0,3.0,1000.0,"Better, Unsure, Worse",Agreement is 'Better'. Disagreement is 'Worse'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
Which statement comes closer to your view: “I think AI will make the future better” or ”I think AI will make the future worse.”,AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",India,2023-10-01,75.0,10.0,15.0,1000.0,"Better, Unsure, Worse",Agreement is 'Better'. Disagreement is 'Worse'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
Which statement comes closer to your view: “I think AI will make the future better” or ”I think AI will make the future worse.”,AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Mexico,2023-10-01,65.0,17.0,18.0,1000.0,"Better, Unsure, Worse",Agreement is 'Better'. Disagreement is 'Worse'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
Which statement comes closer to your view: “I think AI will make the future better” or ”I think AI will make the future worse.”,AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Indonesia,2023-10-01,65.0,17.0,18.0,1000.0,"Better, Unsure, Worse",Agreement is 'Better'. Disagreement is 'Worse'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
Which statement comes closer to your view: “I think AI will make the future better” or ”I think AI will make the future worse.”,AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Pakistan,2023-10-01,63.0,20.0,17.0,1000.0,"Better, Unsure, Worse",Agreement is 'Better'. Disagreement is 'Worse'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
Which statement comes closer to your view: “I think AI will make the future better” or ”I think AI will make the future worse.”,AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",South Africa,2023-10-01,59.0,20.0,21.0,1000.0,"Better, Unsure, Worse",Agreement is 'Better'. Disagreement is 'Worse'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
Which statement comes closer to your view: “I think AI will make the future better” or ”I think AI will make the future worse.”,AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Brazil,2023-10-01,58.0,28.0,14.0,1000.0,"Better, Unsure, Worse",Agreement is 'Better'. Disagreement is 'Worse'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
Which statement comes closer to your view: “I think AI will make the future better” or ”I think AI will make the future worse.”,AI_Sentiment,"Schwartz Reisman Institute for Technology and Society, Policy, Elections and Representation Lab (PEARL)",Argentina,2023-10-01,56.0,27.0,17.0,1000.0,"Better, Unsure, Worse",Agreement is 'Better'. Disagreement is 'Worse'.,university_of_toronto_oct_2023.pdf,2025-07-06,,high,[]
